filename_hr,idx
records500/03000/03229_hr,4
records500/03000/03229_hr,5
records500/03000/03229_hr,6
records500/03000/03229_hr,7
records500/03000/03229_hr,9
records500/03000/03229_hr,10
records500/03000/03229_hr,11
records500/03000/03236_hr,0
records500/03000/03236_hr,1
records500/03000/03236_hr,2
records500/03000/03236_hr,3
records500/03000/03236_hr,4
records500/03000/03236_hr,5
records500/03000/03236_hr,6
records500/03000/03236_hr,7
records500/03000/03236_hr,8
records500/03000/03236_hr,9
records500/03000/03236_hr,10
records500/03000/03236_hr,11
records500/03000/03237_hr,0
records500/03000/03237_hr,1
records500/03000/03237_hr,2
records500/03000/03237_hr,3
records500/03000/03237_hr,4
records500/03000/03237_hr,5
records500/03000/03237_hr,6
records500/03000/03237_hr,7
records500/03000/03237_hr,8
records500/03000/03237_hr,9
records500/03000/03237_hr,10
records500/03000/03237_hr,11
records500/03000/03239_hr,0
records500/03000/03245_hr,0
records500/03000/03245_hr,1
records500/03000/03245_hr,2
records500/03000/03245_hr,3
records500/03000/03245_hr,4
records500/03000/03245_hr,5
records500/03000/03245_hr,6
records500/03000/03245_hr,7
records500/03000/03245_hr,8
records500/03000/03245_hr,9
records500/03000/03245_hr,10
records500/03000/03245_hr,11
records500/03000/03253_hr,0
records500/03000/03253_hr,1
records500/03000/03253_hr,2
records500/03000/03253_hr,3
records500/03000/03253_hr,4
records500/03000/03253_hr,5
records500/03000/03253_hr,6
records500/03000/03253_hr,7
records500/03000/03253_hr,8
records500/03000/03253_hr,9
records500/03000/03253_hr,10
records500/03000/03253_hr,11
records500/03000/03254_hr,0
records500/03000/03254_hr,1
records500/03000/03254_hr,2
records500/03000/03254_hr,3
records500/03000/03254_hr,4
records500/03000/03254_hr,5
records500/03000/03254_hr,6
records500/03000/03254_hr,7
records500/03000/03254_hr,8
records500/03000/03254_hr,9
records500/03000/03254_hr,10
records500/03000/03254_hr,11
records500/03000/03255_hr,0
records500/03000/03255_hr,1
records500/03000/03255_hr,2
records500/03000/03255_hr,3
records500/03000/03255_hr,4
records500/03000/03255_hr,5
records500/03000/03255_hr,6
records500/03000/03255_hr,7
records500/03000/03255_hr,8
records500/03000/03255_hr,9
records500/03000/03255_hr,10
records500/03000/03255_hr,11
records500/03000/03257_hr,0
records500/03000/03257_hr,1
records500/03000/03257_hr,2
records500/03000/03257_hr,3
records500/03000/03257_hr,4
records500/03000/03257_hr,5
records500/03000/03257_hr,6
records500/03000/03257_hr,7
records500/03000/03257_hr,8
records500/03000/03257_hr,9
records500/03000/03257_hr,10
records500/03000/03257_hr,11
records500/03000/03261_hr,0
records500/03000/03261_hr,1
records500/03000/03261_hr,2
records500/03000/03261_hr,3
records500/03000/03261_hr,4
records500/03000/03261_hr,5
records500/03000/03261_hr,6
records500/03000/03261_hr,7
records500/03000/03261_hr,8
records500/03000/03261_hr,9
records500/03000/03261_hr,10
records500/03000/03261_hr,11
records500/03000/03263_hr,0
records500/03000/03263_hr,1
records500/03000/03263_hr,2
records500/03000/03263_hr,3
records500/03000/03263_hr,4
records500/03000/03263_hr,5
records500/03000/03263_hr,6
records500/03000/03263_hr,7
records500/03000/03263_hr,8
records500/03000/03263_hr,9
records500/03000/03263_hr,10
records500/03000/03263_hr,11
records500/03000/03264_hr,0
records500/03000/03264_hr,1
records500/03000/03264_hr,2
records500/03000/03264_hr,3
records500/03000/03264_hr,4
records500/03000/03264_hr,5
records500/03000/03264_hr,6
records500/03000/03264_hr,7
records500/03000/03264_hr,8
records500/03000/03264_hr,9
records500/03000/03264_hr,10
records500/03000/03264_hr,11
records500/03000/03271_hr,2
records500/03000/03271_hr,3
records500/03000/03271_hr,6
records500/03000/03271_hr,7
records500/03000/03271_hr,8
records500/03000/03271_hr,9
records500/03000/03271_hr,10
records500/03000/03271_hr,11
records500/03000/03273_hr,0
records500/03000/03273_hr,1
records500/03000/03273_hr,2
records500/03000/03273_hr,3
records500/03000/03273_hr,4
records500/03000/03273_hr,5
records500/03000/03273_hr,6
records500/03000/03273_hr,7
records500/03000/03273_hr,8
records500/03000/03273_hr,9
records500/03000/03273_hr,10
records500/03000/03273_hr,11
records500/03000/03274_hr,0
records500/03000/03274_hr,1
records500/03000/03274_hr,2
records500/03000/03274_hr,3
records500/03000/03274_hr,4
records500/03000/03274_hr,5
records500/03000/03274_hr,6
records500/03000/03274_hr,7
records500/03000/03274_hr,8
records500/03000/03274_hr,9
records500/03000/03274_hr,10
records500/03000/03274_hr,11
records500/03000/03277_hr,0
records500/03000/03277_hr,1
records500/03000/03277_hr,2
records500/03000/03277_hr,3
records500/03000/03277_hr,4
records500/03000/03277_hr,5
records500/03000/03277_hr,6
records500/03000/03277_hr,7
records500/03000/03277_hr,8
records500/03000/03277_hr,9
records500/03000/03277_hr,10
records500/03000/03277_hr,11
records500/03000/03279_hr,0
records500/03000/03279_hr,1
records500/03000/03279_hr,2
records500/03000/03279_hr,3
records500/03000/03279_hr,4
records500/03000/03279_hr,5
records500/03000/03279_hr,6
records500/03000/03279_hr,7
records500/03000/03279_hr,8
records500/03000/03279_hr,9
records500/03000/03279_hr,10
records500/03000/03279_hr,11
records500/03000/03280_hr,0
records500/03000/03280_hr,1
records500/03000/03280_hr,2
records500/03000/03280_hr,3
records500/03000/03280_hr,4
records500/03000/03280_hr,5
records500/03000/03280_hr,6
records500/03000/03280_hr,7
records500/03000/03280_hr,8
records500/03000/03280_hr,9
records500/03000/03280_hr,10
records500/03000/03280_hr,11
records500/03000/03283_hr,0
records500/03000/03283_hr,1
records500/03000/03283_hr,2
records500/03000/03283_hr,3
records500/03000/03283_hr,4
records500/03000/03283_hr,5
records500/03000/03283_hr,6
records500/03000/03283_hr,7
records500/03000/03283_hr,8
records500/03000/03283_hr,9
records500/03000/03283_hr,10
records500/03000/03283_hr,11
records500/03000/03287_hr,0
records500/03000/03287_hr,1
records500/03000/03287_hr,2
records500/03000/03287_hr,3
records500/03000/03287_hr,4
records500/03000/03287_hr,5
records500/03000/03287_hr,6
records500/03000/03287_hr,7
records500/03000/03287_hr,8
records500/03000/03287_hr,9
records500/03000/03287_hr,10
records500/03000/03287_hr,11
records500/03000/03288_hr,0
records500/03000/03288_hr,1
records500/03000/03288_hr,2
records500/03000/03288_hr,3
records500/03000/03288_hr,4
records500/03000/03288_hr,5
records500/03000/03288_hr,7
records500/03000/03288_hr,8
records500/03000/03288_hr,9
records500/03000/03288_hr,10
records500/03000/03288_hr,11
records500/03000/03292_hr,0
records500/03000/03292_hr,1
records500/03000/03292_hr,2
records500/03000/03292_hr,3
records500/03000/03292_hr,4
records500/03000/03292_hr,5
records500/03000/03292_hr,6
records500/03000/03292_hr,7
records500/03000/03292_hr,8
records500/03000/03292_hr,9
records500/03000/03292_hr,10
records500/03000/03292_hr,11
records500/03000/03296_hr,0
records500/03000/03296_hr,1
records500/03000/03296_hr,2
records500/03000/03296_hr,3
records500/03000/03296_hr,4
records500/03000/03296_hr,5
records500/03000/03296_hr,6
records500/03000/03296_hr,7
records500/03000/03296_hr,8
records500/03000/03296_hr,9
records500/03000/03296_hr,10
records500/03000/03296_hr,11
records500/03000/03297_hr,0
records500/03000/03297_hr,1
records500/03000/03297_hr,2
records500/03000/03297_hr,3
records500/03000/03297_hr,4
records500/03000/03297_hr,5
records500/03000/03297_hr,6
records500/03000/03297_hr,7
records500/03000/03297_hr,8
records500/03000/03297_hr,9
records500/03000/03297_hr,10
records500/03000/03297_hr,11
records500/03000/03298_hr,0
records500/03000/03298_hr,1
records500/03000/03298_hr,2
records500/03000/03298_hr,3
records500/03000/03298_hr,4
records500/03000/03298_hr,5
records500/03000/03298_hr,6
records500/03000/03298_hr,7
records500/03000/03298_hr,8
records500/03000/03298_hr,9
records500/03000/03298_hr,10
records500/03000/03298_hr,11
records500/03000/03300_hr,0
records500/03000/03300_hr,1
records500/03000/03300_hr,2
records500/03000/03300_hr,3
records500/03000/03300_hr,4
records500/03000/03300_hr,5
records500/03000/03300_hr,6
records500/03000/03300_hr,7
records500/03000/03300_hr,8
records500/03000/03300_hr,9
records500/03000/03300_hr,10
records500/03000/03300_hr,11
records500/03000/03303_hr,0
records500/03000/03303_hr,1
records500/03000/03303_hr,2
records500/03000/03303_hr,3
records500/03000/03303_hr,4
records500/03000/03303_hr,5
records500/03000/03303_hr,6
records500/03000/03303_hr,7
records500/03000/03303_hr,8
records500/03000/03303_hr,9
records500/03000/03303_hr,10
records500/03000/03303_hr,11
records500/03000/03308_hr,0
records500/03000/03308_hr,1
records500/03000/03308_hr,2
records500/03000/03308_hr,3
records500/03000/03308_hr,4
records500/03000/03308_hr,5
records500/03000/03308_hr,6
records500/03000/03308_hr,7
records500/03000/03308_hr,8
records500/03000/03308_hr,9
records500/03000/03308_hr,10
records500/03000/03308_hr,11
records500/03000/03312_hr,0
records500/03000/03312_hr,1
records500/03000/03312_hr,2
records500/03000/03312_hr,3
records500/03000/03312_hr,4
records500/03000/03312_hr,5
records500/03000/03312_hr,6
records500/03000/03312_hr,7
records500/03000/03312_hr,8
records500/03000/03312_hr,9
records500/03000/03312_hr,10
records500/03000/03312_hr,11
records500/03000/03313_hr,0
records500/03000/03313_hr,1
records500/03000/03313_hr,2
records500/03000/03313_hr,3
records500/03000/03313_hr,4
records500/03000/03313_hr,5
records500/03000/03313_hr,6
records500/03000/03313_hr,7
records500/03000/03313_hr,8
records500/03000/03313_hr,9
records500/03000/03313_hr,10
records500/03000/03313_hr,11
records500/03000/03328_hr,0
records500/03000/03328_hr,1
records500/03000/03328_hr,2
records500/03000/03328_hr,3
records500/03000/03328_hr,4
records500/03000/03328_hr,5
records500/03000/03328_hr,6
records500/03000/03328_hr,7
records500/03000/03328_hr,8
records500/03000/03328_hr,9
records500/03000/03328_hr,10
records500/03000/03328_hr,11
records500/03000/03330_hr,0
records500/03000/03330_hr,1
records500/03000/03330_hr,2
records500/03000/03330_hr,3
records500/03000/03330_hr,4
records500/03000/03330_hr,5
records500/03000/03330_hr,6
records500/03000/03330_hr,7
records500/03000/03330_hr,8
records500/03000/03330_hr,9
records500/03000/03330_hr,10
records500/03000/03330_hr,11
records500/03000/03331_hr,0
records500/03000/03331_hr,1
records500/03000/03331_hr,2
records500/03000/03331_hr,3
records500/03000/03331_hr,4
records500/03000/03331_hr,5
records500/03000/03331_hr,6
records500/03000/03331_hr,7
records500/03000/03331_hr,8
records500/03000/03331_hr,9
records500/03000/03331_hr,10
records500/03000/03331_hr,11
records500/03000/03332_hr,0
records500/03000/03332_hr,1
records500/03000/03332_hr,2
records500/03000/03332_hr,3
records500/03000/03332_hr,4
records500/03000/03332_hr,5
records500/03000/03332_hr,6
records500/03000/03332_hr,7
records500/03000/03332_hr,8
records500/03000/03332_hr,9
records500/03000/03332_hr,10
records500/03000/03332_hr,11
records500/03000/03335_hr,0
records500/03000/03335_hr,1
records500/03000/03335_hr,2
records500/03000/03335_hr,3
records500/03000/03335_hr,4
records500/03000/03335_hr,5
records500/03000/03335_hr,6
records500/03000/03335_hr,7
records500/03000/03335_hr,8
records500/03000/03335_hr,9
records500/03000/03335_hr,10
records500/03000/03335_hr,11
records500/03000/03343_hr,0
records500/03000/03343_hr,1
records500/03000/03343_hr,2
records500/03000/03343_hr,3
records500/03000/03343_hr,4
records500/03000/03343_hr,5
records500/03000/03343_hr,6
records500/03000/03343_hr,7
records500/03000/03343_hr,8
records500/03000/03343_hr,9
records500/03000/03343_hr,10
records500/03000/03343_hr,11
records500/03000/03345_hr,0
records500/03000/03345_hr,1
records500/03000/03345_hr,2
records500/03000/03345_hr,3
records500/03000/03345_hr,4
records500/03000/03345_hr,5
records500/03000/03345_hr,6
records500/03000/03345_hr,7
records500/03000/03345_hr,8
records500/03000/03345_hr,9
records500/03000/03345_hr,10
records500/03000/03345_hr,11
records500/03000/03347_hr,0
records500/03000/03347_hr,1
records500/03000/03347_hr,2
records500/03000/03347_hr,3
records500/03000/03347_hr,4
records500/03000/03347_hr,5
records500/03000/03347_hr,6
records500/03000/03347_hr,7
records500/03000/03347_hr,8
records500/03000/03347_hr,9
records500/03000/03347_hr,10
records500/03000/03347_hr,11
records500/03000/03348_hr,0
records500/03000/03348_hr,1
records500/03000/03348_hr,2
records500/03000/03348_hr,3
records500/03000/03348_hr,4
records500/03000/03348_hr,5
records500/03000/03348_hr,6
records500/03000/03348_hr,7
records500/03000/03348_hr,8
records500/03000/03348_hr,9
records500/03000/03348_hr,10
records500/03000/03348_hr,11
records500/03000/03351_hr,0
records500/03000/03351_hr,1
records500/03000/03351_hr,2
records500/03000/03351_hr,3
records500/03000/03351_hr,4
records500/03000/03351_hr,5
records500/03000/03351_hr,6
records500/03000/03351_hr,7
records500/03000/03351_hr,8
records500/03000/03351_hr,9
records500/03000/03351_hr,10
records500/03000/03351_hr,11
records500/03000/03352_hr,0
records500/03000/03352_hr,1
records500/03000/03352_hr,2
records500/03000/03352_hr,3
records500/03000/03352_hr,4
records500/03000/03352_hr,5
records500/03000/03352_hr,6
records500/03000/03352_hr,7
records500/03000/03352_hr,8
records500/03000/03352_hr,9
records500/03000/03352_hr,10
records500/03000/03352_hr,11
records500/03000/03358_hr,0
records500/03000/03358_hr,1
records500/03000/03358_hr,2
records500/03000/03358_hr,3
records500/03000/03358_hr,4
records500/03000/03358_hr,5
records500/03000/03358_hr,6
records500/03000/03358_hr,7
records500/03000/03358_hr,8
records500/03000/03358_hr,9
records500/03000/03358_hr,10
records500/03000/03364_hr,0
records500/03000/03364_hr,1
records500/03000/03364_hr,2
records500/03000/03364_hr,3
records500/03000/03364_hr,4
records500/03000/03364_hr,5
records500/03000/03364_hr,6
records500/03000/03364_hr,7
records500/03000/03364_hr,8
records500/03000/03364_hr,9
records500/03000/03364_hr,10
records500/03000/03364_hr,11
records500/03000/03365_hr,0
records500/03000/03365_hr,1
records500/03000/03365_hr,2
records500/03000/03365_hr,3
records500/03000/03365_hr,4
records500/03000/03365_hr,5
records500/03000/03365_hr,6
records500/03000/03365_hr,7
records500/03000/03365_hr,8
records500/03000/03365_hr,9
records500/03000/03365_hr,10
records500/03000/03365_hr,11
records500/03000/03367_hr,0
records500/03000/03367_hr,1
records500/03000/03367_hr,2
records500/03000/03367_hr,3
records500/03000/03367_hr,4
records500/03000/03367_hr,5
records500/03000/03367_hr,6
records500/03000/03367_hr,7
records500/03000/03367_hr,8
records500/03000/03367_hr,9
records500/03000/03367_hr,10
records500/03000/03367_hr,11
records500/03000/03369_hr,4
records500/03000/03369_hr,5
records500/03000/03369_hr,6
records500/03000/03369_hr,7
records500/03000/03369_hr,8
records500/03000/03369_hr,9
records500/03000/03369_hr,10
records500/03000/03369_hr,11
records500/03000/03372_hr,8
records500/03000/03372_hr,9
records500/03000/03372_hr,10
records500/03000/03372_hr,11
records500/03000/03373_hr,0
records500/03000/03373_hr,1
records500/03000/03373_hr,2
records500/03000/03373_hr,3
records500/03000/03373_hr,4
records500/03000/03373_hr,5
records500/03000/03373_hr,6
records500/03000/03373_hr,7
records500/03000/03373_hr,8
records500/03000/03373_hr,9
records500/03000/03373_hr,10
records500/03000/03373_hr,11
records500/03000/03374_hr,0
records500/03000/03374_hr,1
records500/03000/03374_hr,2
records500/03000/03374_hr,3
records500/03000/03374_hr,4
records500/03000/03374_hr,5
records500/03000/03374_hr,6
records500/03000/03374_hr,7
records500/03000/03374_hr,8
records500/03000/03374_hr,9
records500/03000/03374_hr,10
records500/03000/03374_hr,11
records500/03000/03377_hr,0
records500/03000/03377_hr,1
records500/03000/03377_hr,2
records500/03000/03377_hr,3
records500/03000/03377_hr,4
records500/03000/03377_hr,5
records500/03000/03377_hr,6
records500/03000/03377_hr,7
records500/03000/03377_hr,8
records500/03000/03377_hr,9
records500/03000/03377_hr,10
records500/03000/03377_hr,11
records500/03000/03379_hr,0
records500/03000/03379_hr,1
records500/03000/03379_hr,2
records500/03000/03379_hr,3
records500/03000/03379_hr,4
records500/03000/03379_hr,5
records500/03000/03379_hr,6
records500/03000/03379_hr,7
records500/03000/03379_hr,8
records500/03000/03379_hr,9
records500/03000/03379_hr,10
records500/03000/03379_hr,11
records500/03000/03390_hr,0
records500/03000/03390_hr,1
records500/03000/03390_hr,2
records500/03000/03390_hr,3
records500/03000/03390_hr,4
records500/03000/03390_hr,5
records500/03000/03390_hr,6
records500/03000/03390_hr,7
records500/03000/03390_hr,8
records500/03000/03390_hr,9
records500/03000/03390_hr,10
records500/03000/03390_hr,11
records500/03000/03395_hr,0
records500/03000/03395_hr,1
records500/03000/03395_hr,2
records500/03000/03395_hr,3
records500/03000/03395_hr,4
records500/03000/03395_hr,5
records500/03000/03395_hr,6
records500/03000/03395_hr,7
records500/03000/03395_hr,8
records500/03000/03395_hr,9
records500/03000/03395_hr,10
records500/03000/03395_hr,11
records500/03000/03397_hr,0
records500/03000/03397_hr,1
records500/03000/03397_hr,2
records500/03000/03397_hr,3
records500/03000/03397_hr,4
records500/03000/03397_hr,5
records500/03000/03397_hr,6
records500/03000/03397_hr,7
records500/03000/03397_hr,8
records500/03000/03397_hr,9
records500/03000/03397_hr,10
records500/03000/03397_hr,11
records500/03000/03402_hr,0
records500/03000/03402_hr,1
records500/03000/03402_hr,2
records500/03000/03402_hr,3
records500/03000/03402_hr,4
records500/03000/03402_hr,5
records500/03000/03402_hr,6
records500/03000/03402_hr,7
records500/03000/03402_hr,8
records500/03000/03402_hr,9
records500/03000/03402_hr,10
records500/03000/03402_hr,11
records500/03000/03403_hr,0
records500/03000/03403_hr,1
records500/03000/03403_hr,2
records500/03000/03403_hr,3
records500/03000/03403_hr,4
records500/03000/03403_hr,5
records500/03000/03403_hr,6
records500/03000/03403_hr,7
records500/03000/03403_hr,8
records500/03000/03403_hr,9
records500/03000/03403_hr,10
records500/03000/03403_hr,11
records500/03000/03404_hr,0
records500/03000/03404_hr,1
records500/03000/03404_hr,2
records500/03000/03404_hr,3
records500/03000/03404_hr,4
records500/03000/03404_hr,5
records500/03000/03404_hr,6
records500/03000/03404_hr,7
records500/03000/03404_hr,8
records500/03000/03404_hr,9
records500/03000/03404_hr,10
records500/03000/03404_hr,11
records500/03000/03408_hr,0
records500/03000/03408_hr,1
records500/03000/03408_hr,2
records500/03000/03408_hr,3
records500/03000/03408_hr,4
records500/03000/03408_hr,5
records500/03000/03408_hr,6
records500/03000/03408_hr,7
records500/03000/03408_hr,8
records500/03000/03408_hr,9
records500/03000/03408_hr,10
records500/03000/03408_hr,11
records500/03000/03410_hr,0
records500/03000/03410_hr,1
records500/03000/03410_hr,2
records500/03000/03410_hr,3
records500/03000/03410_hr,4
records500/03000/03410_hr,5
records500/03000/03410_hr,6
records500/03000/03410_hr,7
records500/03000/03410_hr,8
records500/03000/03410_hr,9
records500/03000/03410_hr,10
records500/03000/03410_hr,11
records500/03000/03415_hr,0
records500/03000/03415_hr,1
records500/03000/03415_hr,2
records500/03000/03415_hr,3
records500/03000/03415_hr,4
records500/03000/03415_hr,5
records500/03000/03415_hr,6
records500/03000/03415_hr,7
records500/03000/03415_hr,8
records500/03000/03415_hr,9
records500/03000/03415_hr,10
records500/03000/03415_hr,11
records500/03000/03418_hr,0
records500/03000/03418_hr,1
records500/03000/03418_hr,2
records500/03000/03418_hr,3
records500/03000/03418_hr,4
records500/03000/03418_hr,5
records500/03000/03418_hr,6
records500/03000/03418_hr,7
records500/03000/03418_hr,8
records500/03000/03418_hr,9
records500/03000/03418_hr,10
records500/03000/03418_hr,11
records500/03000/03420_hr,0
records500/03000/03420_hr,1
records500/03000/03420_hr,2
records500/03000/03420_hr,3
records500/03000/03420_hr,4
records500/03000/03420_hr,5
records500/03000/03420_hr,6
records500/03000/03420_hr,7
records500/03000/03420_hr,8
records500/03000/03420_hr,9
records500/03000/03420_hr,10
records500/03000/03420_hr,11
records500/03000/03430_hr,0
records500/03000/03430_hr,1
records500/03000/03430_hr,2
records500/03000/03430_hr,3
records500/03000/03430_hr,4
records500/03000/03430_hr,5
records500/03000/03430_hr,6
records500/03000/03430_hr,7
records500/03000/03430_hr,8
records500/03000/03430_hr,9
records500/03000/03430_hr,10
records500/03000/03430_hr,11
records500/03000/03441_hr,0
records500/03000/03441_hr,1
records500/03000/03441_hr,2
records500/03000/03441_hr,3
records500/03000/03441_hr,4
records500/03000/03441_hr,5
records500/03000/03441_hr,6
records500/03000/03441_hr,7
records500/03000/03441_hr,8
records500/03000/03441_hr,9
records500/03000/03441_hr,10
records500/03000/03441_hr,11
records500/03000/03444_hr,0
records500/03000/03444_hr,1
records500/03000/03444_hr,2
records500/03000/03444_hr,3
records500/03000/03444_hr,4
records500/03000/03444_hr,5
records500/03000/03444_hr,6
records500/03000/03444_hr,7
records500/03000/03444_hr,8
records500/03000/03444_hr,9
records500/03000/03444_hr,10
records500/03000/03444_hr,11
records500/03000/03447_hr,0
records500/03000/03447_hr,1
records500/03000/03447_hr,2
records500/03000/03447_hr,3
records500/03000/03447_hr,4
records500/03000/03447_hr,5
records500/03000/03447_hr,6
records500/03000/03447_hr,7
records500/03000/03447_hr,8
records500/03000/03447_hr,9
records500/03000/03447_hr,10
records500/03000/03447_hr,11
records500/03000/03448_hr,0
records500/03000/03448_hr,1
records500/03000/03448_hr,2
records500/03000/03448_hr,3
records500/03000/03448_hr,4
records500/03000/03448_hr,5
records500/03000/03448_hr,6
records500/03000/03448_hr,7
records500/03000/03448_hr,8
records500/03000/03448_hr,9
records500/03000/03448_hr,10
records500/03000/03448_hr,11
records500/03000/03450_hr,0
records500/03000/03450_hr,1
records500/03000/03450_hr,2
records500/03000/03450_hr,3
records500/03000/03450_hr,4
records500/03000/03450_hr,5
records500/03000/03450_hr,6
records500/03000/03450_hr,7
records500/03000/03450_hr,8
records500/03000/03450_hr,9
records500/03000/03450_hr,10
records500/03000/03450_hr,11
records500/03000/03451_hr,0
records500/03000/03451_hr,1
records500/03000/03451_hr,2
records500/03000/03451_hr,3
records500/03000/03451_hr,4
records500/03000/03451_hr,5
records500/03000/03451_hr,6
records500/03000/03451_hr,7
records500/03000/03451_hr,8
records500/03000/03451_hr,9
records500/03000/03451_hr,10
records500/03000/03451_hr,11
records500/03000/03458_hr,0
records500/03000/03458_hr,1
records500/03000/03458_hr,2
records500/03000/03458_hr,3
records500/03000/03458_hr,4
records500/03000/03458_hr,5
records500/03000/03458_hr,6
records500/03000/03458_hr,7
records500/03000/03458_hr,8
records500/03000/03458_hr,9
records500/03000/03458_hr,10
records500/03000/03458_hr,11
records500/03000/03460_hr,0
records500/03000/03460_hr,1
records500/03000/03460_hr,2
records500/03000/03460_hr,3
records500/03000/03460_hr,4
records500/03000/03460_hr,5
records500/03000/03460_hr,6
records500/03000/03460_hr,7
records500/03000/03460_hr,8
records500/03000/03460_hr,9
records500/03000/03460_hr,10
records500/03000/03460_hr,11
records500/03000/03462_hr,0
records500/03000/03462_hr,1
records500/03000/03462_hr,2
records500/03000/03462_hr,3
records500/03000/03462_hr,4
records500/03000/03462_hr,5
records500/03000/03462_hr,6
records500/03000/03462_hr,7
records500/03000/03462_hr,8
records500/03000/03462_hr,9
records500/03000/03462_hr,10
records500/03000/03462_hr,11
records500/03000/03467_hr,0
records500/03000/03467_hr,1
records500/03000/03467_hr,2
records500/03000/03467_hr,3
records500/03000/03467_hr,4
records500/03000/03467_hr,5
records500/03000/03467_hr,6
records500/03000/03467_hr,7
records500/03000/03467_hr,8
records500/03000/03467_hr,9
records500/03000/03467_hr,10
records500/03000/03467_hr,11
records500/03000/03469_hr,0
records500/03000/03469_hr,1
records500/03000/03469_hr,2
records500/03000/03469_hr,3
records500/03000/03469_hr,4
records500/03000/03469_hr,5
records500/03000/03469_hr,6
records500/03000/03469_hr,7
records500/03000/03469_hr,8
records500/03000/03469_hr,9
records500/03000/03469_hr,10
records500/03000/03469_hr,11
records500/03000/03470_hr,0
records500/03000/03470_hr,1
records500/03000/03470_hr,2
records500/03000/03470_hr,3
records500/03000/03470_hr,4
records500/03000/03470_hr,5
records500/03000/03470_hr,6
records500/03000/03470_hr,7
records500/03000/03470_hr,8
records500/03000/03470_hr,9
records500/03000/03470_hr,10
records500/03000/03470_hr,11
records500/03000/03471_hr,0
records500/03000/03471_hr,1
records500/03000/03471_hr,2
records500/03000/03471_hr,3
records500/03000/03471_hr,4
records500/03000/03471_hr,5
records500/03000/03471_hr,6
records500/03000/03471_hr,7
records500/03000/03471_hr,8
records500/03000/03471_hr,9
records500/03000/03471_hr,10
records500/03000/03471_hr,11
records500/03000/03472_hr,0
records500/03000/03472_hr,1
records500/03000/03472_hr,2
records500/03000/03472_hr,3
records500/03000/03472_hr,4
records500/03000/03472_hr,5
records500/03000/03472_hr,6
records500/03000/03472_hr,7
records500/03000/03472_hr,8
records500/03000/03472_hr,9
records500/03000/03472_hr,10
records500/03000/03472_hr,11
records500/03000/03474_hr,0
records500/03000/03474_hr,1
records500/03000/03474_hr,2
records500/03000/03474_hr,3
records500/03000/03474_hr,4
records500/03000/03474_hr,5
records500/03000/03474_hr,6
records500/03000/03474_hr,7
records500/03000/03474_hr,8
records500/03000/03474_hr,9
records500/03000/03474_hr,10
records500/03000/03474_hr,11
records500/03000/03475_hr,0
records500/03000/03475_hr,1
records500/03000/03475_hr,2
records500/03000/03475_hr,3
records500/03000/03475_hr,4
records500/03000/03475_hr,5
records500/03000/03475_hr,6
records500/03000/03475_hr,7
records500/03000/03475_hr,8
records500/03000/03475_hr,9
records500/03000/03475_hr,10
records500/03000/03475_hr,11
records500/03000/03478_hr,0
records500/03000/03478_hr,1
records500/03000/03478_hr,2
records500/03000/03478_hr,3
records500/03000/03478_hr,4
records500/03000/03478_hr,5
records500/03000/03478_hr,6
records500/03000/03478_hr,7
records500/03000/03478_hr,8
records500/03000/03478_hr,9
records500/03000/03478_hr,10
records500/03000/03478_hr,11
records500/03000/03485_hr,0
records500/03000/03485_hr,1
records500/03000/03485_hr,2
records500/03000/03485_hr,3
records500/03000/03485_hr,4
records500/03000/03485_hr,5
records500/03000/03485_hr,6
records500/03000/03485_hr,7
records500/03000/03485_hr,8
records500/03000/03485_hr,9
records500/03000/03485_hr,10
records500/03000/03485_hr,11
records500/03000/03490_hr,4
records500/03000/03490_hr,5
records500/03000/03490_hr,6
records500/03000/03490_hr,7
records500/03000/03490_hr,8
records500/03000/03490_hr,9
records500/03000/03490_hr,10
records500/03000/03490_hr,11
records500/03000/03491_hr,0
records500/03000/03491_hr,1
records500/03000/03491_hr,2
records500/03000/03491_hr,3
records500/03000/03491_hr,4
records500/03000/03491_hr,5
records500/03000/03491_hr,6
records500/03000/03491_hr,7
records500/03000/03491_hr,8
records500/03000/03491_hr,9
records500/03000/03491_hr,10
records500/03000/03491_hr,11
records500/03000/03492_hr,0
records500/03000/03492_hr,1
records500/03000/03492_hr,2
records500/03000/03492_hr,3
records500/03000/03492_hr,4
records500/03000/03492_hr,5
records500/03000/03492_hr,6
records500/03000/03492_hr,7
records500/03000/03492_hr,8
records500/03000/03492_hr,9
records500/03000/03492_hr,10
records500/03000/03492_hr,11
records500/03000/03494_hr,0
records500/03000/03494_hr,1
records500/03000/03494_hr,2
records500/03000/03494_hr,3
records500/03000/03494_hr,4
records500/03000/03494_hr,5
records500/03000/03494_hr,6
records500/03000/03494_hr,7
records500/03000/03494_hr,8
records500/03000/03494_hr,9
records500/03000/03494_hr,10
records500/03000/03494_hr,11
records500/03000/03498_hr,0
records500/03000/03498_hr,1
records500/03000/03498_hr,2
records500/03000/03498_hr,3
records500/03000/03498_hr,4
records500/03000/03498_hr,5
records500/03000/03498_hr,6
records500/03000/03498_hr,7
records500/03000/03498_hr,8
records500/03000/03498_hr,9
records500/03000/03498_hr,10
records500/03000/03498_hr,11
records500/03000/03501_hr,0
records500/03000/03501_hr,1
records500/03000/03501_hr,2
records500/03000/03501_hr,3
records500/03000/03501_hr,4
